,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
801,Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,2.37,1099.0
802,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.29,1499.0
803,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5GHz,8.0,256.0,Nvidia GeForce GTX 1050,Windows 10,2.06,1749.0
804,Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,128.0,Intel HD Graphics 505,Windows 10,1.63,744.0
805,HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.26,1389.0
806,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,2.1,780.0
807,HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8.0,2024.0,AMD Radeon R7 Graphics,Windows 10,2.04,629.0
808,Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16.0,512.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,1679.0
809,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,1024.0,Nvidia GeForce 920M,Windows 10,2.4,609.0
810,HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12.0,1024.0,AMD Radeon RX 580,Windows 10,3.74,1749.0
811,MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,512.0,Nvidia GeForce GTX 1070,Windows 10,2.9,2415.0
812,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,0.81,1499.0
813,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1024.0,Nvidia GeForce GT 940MX,Windows 10,1.98,961.0
814,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,AMD Radeon R5 M420,Windows 10,2.18,789.81
815,Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.32,1859.0
816,Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16.0,512.0,Intel HD Graphics 620,Windows 10,1.29,1799.0
817,HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,16.0,Intel HD Graphics 400,Chrome OS,1.23,385.0
818,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,128.0,Nvidia GeForce GTX 1060,Windows 10,4.36,2505.02
819,Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,1.76,755.0
820,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,2.1,489.9
821,Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,4.0,128.0,Intel HD Graphics 620,Windows 10,1.25,1090.0
822,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512.0,Intel HD Graphics 620,Windows 10,1.13,2499.0
823,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,256.0,Nvidia GeForce GTX 1050,Windows 10,2.4,1199.0
824,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.13,1875.0
825,Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1GHz,4.0,128.0,Intel HD Graphics 510,Windows 10,1.75,499.0
826,Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.1,1358.0
827,Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i3 6006U 2GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,1.76,585.0
828,Acer,Chromebook 11,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,32.0,Intel HD Graphics 400,Chrome OS,1.35,355.0
829,Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8.0,128.0,Intel HD Graphics 620,Windows 10,1.5,619.0
830,Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32.0,512.0,Nvidia GeForce GTX 1080,Windows 10,3.49,5499.0
831,Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16.0,512.0,Intel HD Graphics 520,Windows 10,1.1,2099.0
832,Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,1024.0,Nvidia GeForce 920,Linux,2.1,519.0
833,Lenovo,Thinkpad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.7,1186.0
834,Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.32,1650.0
835,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1070,Windows 10,3.21,2774.63
836,Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1070,Windows 10,2.9,2419.0
837,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4.0,500.0,Intel HD Graphics 620,Windows 10,2.0,669.0
838,Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6GHz,4.0,16.0,Intel HD Graphics 400,Chrome OS,1.5,325.0
839,Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,128.0,Intel HD Graphics 620,Windows 10,2.3,590.0
840,Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16.0,512.0,Nvidia GeForce GTX 1060,Windows 10,2.73,1799.0
841,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32.0,512.0,Nvidia GeForce GTX 1070,Windows 10,4.42,3072.89
842,HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8.0,1024.0,Nvidia GeForce 930MX,Windows 10,2.63,910.0
843,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8.0,128.0,Intel HD Graphics 620,Windows 10,2.18,713.99
844,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,512.0,Intel HD Graphics 520,Windows 7,1.54,1870.0
845,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4.0,256.0,AMD Radeon R5 M420,Windows 10,2.18,739.0
846,HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32.0,Intel HD Graphics 500,Chrome OS,1.4,615.0
847,Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,512.0,Nvidia GeForce 940M,Windows 10,1.45,1026.0
848,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.28,2277.0
849,HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,512.0,Intel HD Graphics 520,Windows 10,1.54,1468.0
850,HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,128.0,Intel HD Graphics 400,No OS,1.86,299.0
851,Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,128.0,Nvidia GeForce GTX 1060,Windows 10,2.1,1899.0
852,Dell,Inspiron 5767,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1024.0,AMD Radeon R7 M445,Linux,2.83,865.0
853,Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,256.0,Nvidia GeForce GT 940MX,Windows 10,1.96,1903.0
854,Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Nvidia GeForce GTX 930MX,Windows 10,2.3,787.0
855,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,128.0,Intel HD Graphics 620,Windows 10,1.9,945.0
856,Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,1024.0,Intel HD Graphics 505,Windows 10,2.0,449.0
857,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.28,2559.0
858,Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,1024.0,Intel HD Graphics 520,Windows 10,1.62,649.0
859,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4.0,1024.0,Intel HD Graphics 520,No OS,2.2,469.0
860,Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,1024.0,Intel HD Graphics 620,Windows 10,2.3,850.66
861,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,256.0,AMD Radeon R7 M465,Windows 10,1.84,1349.0
862,Toshiba,Portege X30-D-10X,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,128.0,Intel HD Graphics 620,Windows 10,1.05,1285.0
863,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,1024.0,Nvidia GeForce GTX 1050,No OS,2.5,1017.0
864,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5GHz,16.0,512.0,Intel Iris Plus Graphics 640,Windows 10,1.29,2240.0
865,HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,2.07,910.0
866,Toshiba,Portégé Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.2,1095.0
867,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.37,1950.0
868,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.56,902.0
869,Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1024.0,Nvidia Quadro M620,Windows 10,2.23,1778.0
870,Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,500.0,Intel HD Graphics 620,Windows 10,2.38,1055.0
871,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4.0,1024.0,AMD Radeon R5 M430,No OS,2.2,479.0
872,Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,2.0,1388.0
873,Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,180.0,Intel HD Graphics 620,Windows 10,1.44,735.0
874,Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,256.0,Nvidia GeForce 940MX,Windows 10,1.23,1849.0
875,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.6,1690.0
876,Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,1024.0,Intel HD Graphics 505,Linux,2.0,398.99
877,Xiaomi,Mi Notebook,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256.0,Nvidia GeForce 940MX,Windows 10,1.28,935.0
878,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,128.0,Nvidia GeForce 940MX,Windows 10,2.18,912.5
879,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256.0,Intel HD Graphics 620,Windows 10,2.04,839.0
880,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256.0,Intel HD Graphics 620,Windows 10,1.28,1700.0
881,HP,Pavilion x360,2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,4.0,500.0,Intel HD Graphics 620,Windows 10,2.3,684.8
882,Asus,VivoBook L402NA,Notebook,14.1,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4.0,32.0,Intel HD Graphics 500,Windows 10,1.65,348.0
883,Lenovo,IdeaPad 510-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,1024.0,Nvidia GeForce 940MX,Windows 10,2.2,669.0
884,Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,4.0,500.0,Intel HD Graphics,Windows 10,2.2,369.0
885,HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,256.0,Intel HD Graphics 620,Windows 10,1.28,1799.0
886,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,1024.0,AMD Radeon R5 M420X,Linux,2.18,455.7
887,Asus,Rog GL753VD-GC082T,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,12.0,128.0,Nvidia GeForce GTX 1050,Windows 10,2.2,1369.9
888,Acer,Chromebook C731-C78G,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,32.0,Intel HD Graphics 400,Chrome OS,1.25,297.0
889,Lenovo,IdeaPad 110-17ACL,Notebook,17.3,1600x900,AMD A4-Series 7210 2.2GHz,4.0,500.0,AMD Radeon R3,Windows 10,2.8,379.0
890,HP,Probook 640,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,128.0,Intel HD Graphics 620,Windows 10,1.95,1265.0
891,HP,Envy x360,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,16.0,256.0,Intel HD Graphics 620,Windows 10,1.42,1399.0
892,Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.17,1699.0
893,Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.32,1799.0
894,MSI,GS73VR Stealth,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16.0,512.0,Nvidia GeForce GTX 1060,Windows 10,2.43,2649.0
895,Toshiba,Portege X30-D-10V,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.05,1475.0
896,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,1024.0,Nvidia GeForce GTX 1050Ti,Linux,2.62,929.0
897,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1024.0,Nvidia GeForce 930MX,Windows 10,2.04,900.0
898,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,1024.0,AMD Radeon R5 M420X,Windows 10,2.18,614.0
899,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8.0,500.0,Intel HD Graphics 620,Windows 10,1.9,935.0
900,Dell,XPS 13,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7Y75 1.3GHz,8.0,512.0,Intel HD Graphics 615,Windows 10,1.24,2013.1
901,Asus,G701VO-IH74K (i7-6820HK/32GB/2x,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32.0,256.0,Nvidia GeForce GTX 980M,Windows 10,3.58,1279.0
902,Dell,XPS 13,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7Y75 1.3GHz,16.0,256.0,Intel HD Graphics 615,Windows 10,1.22,1649.0
903,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.13,2049.0
904,Lenovo,ThinkPad T570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,512.0,Intel HD Graphics 620,Windows 10,1.95,1962.99
905,LG,Gram 15Z970,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16.0,512.0,Intel HD Graphics 620,Windows 10,1.08,2099.0
906,HP,Elitebook 820,Netbook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512.0,Intel HD Graphics 620,Windows 10,1.26,1483.0
907,Acer,Chromebook CB5-571-C1DZ,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4.0,16.0,Intel HD Graphics,Chrome OS,2.2,359.0
908,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8.0,128.0,Nvidia GeForce GTX 960M,Windows 10,2.6,789.0
909,LG,Gram 14Z970,Ultrabook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,512.0,Intel HD Graphics 620,Windows 10,0.98,1899.0
910,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.6,1205.0
911,HP,Elitebook Folio,Ultrabook,12.5,4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8.0,240.0,Intel HD Graphics 515,Windows 10,1.09,3100.0
912,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,6.0,256.0,Nvidia GeForce 940MX,Windows 10,2.2,789.0
913,HP,ProBook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Nvidia GeForce 930MX,Windows 10,2.04,1018.99
914,Acer,Aspire E5-575,Notebook,15.6,Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4.0,1024.0,Intel HD Graphics 620,Windows 10,2.4,499.0
915,Lenovo,ThinkPad 13,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4.0,128.0,Intel HD Graphics 620,Windows 10,1.44,881.0
916,HP,Probook 430,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.49,960.0
917,MSI,GE72VR 6RF,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,256.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1599.0
918,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16.0,128.0,Nvidia GeForce GTX 1050 Ti,Windows 10,2.6,1349.0
919,MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8.0,128.0,Nvidia GeForce GTX 1050,Windows 10,2.2,1119.91
920,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,1024.0,AMD Radeon R5 M420,Windows 10,2.18,684.99
921,HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8.0,256.0,AMD Radeon R7 M365X,Windows 10,1.84,1296.99
922,HP,Envy 13-AB077cl,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.39,1149.0
923,Toshiba,Tecra Z50-C-140,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16.0,256.0,Nvidia GeForce 930M,Windows 10,2.4,1975.0
924,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,512.0,Intel HD Graphics 620,Windows 10,1.37,1825.0
925,Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,1.95,729.9
926,Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.36,1650.0
927,HP,Probook 650,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,2.31,1165.0
928,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,1024.0,Intel HD Graphics 620,Windows 10,2.18,708.06
929,HP,ProBook 640,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,1.95,1149.0
930,Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4.0,1024.0,Intel HD Graphics 505,Windows 10,2.2,309.0
931,HP,EliteBook 820,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,500.0,Intel HD Graphics 520,Windows 10,1.26,1579.0
932,HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4.0,1024.0,Intel HD Graphics 400,No OS,1.86,288.9
933,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16.0,1024.0,Intel Iris Graphics 540,Windows 10,1.3,1799.0
934,Toshiba,Tecra Z40-C-12X,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4.0,128.0,Intel HD Graphics 520,Windows 10,1.47,1105.0
935,HP,EliteBook 820,Netbook,12.5,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,1.26,1669.0
936,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,4.0,1024.0,Intel HD Graphics 520,Windows 10,2.18,558.6
937,MSI,GP62M Leopard,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8.0,128.0,Nvidia GeForce GTX 1050,Windows 10,2.2,1199.0
938,Dell,Latitude 7480,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics 620,Windows 10,1.36,1639.0
939,Dell,Alienware 17,Gaming,17.3,2560x1440,Intel Core i7 6820HK 2.7GHz,16.0,512.0,Nvidia GeForce GTX 1080,Windows 10,4.36,2758.0
940,HP,Omen 17-W006na,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8.0,128.0,Nvidia GeForce GTX 965M,Windows 10,2.75,1399.0
941,Asus,X751SV-TY001T (N3710/4GB/1TB/GeForce,Notebook,17.3,1600x900,Intel Pentium Quad Core N3710 1.6GHz,4.0,1024.0,Nvidia GeForce 920MX,Windows 10,2.8,530.0
942,Acer,TravelMate P259-G2,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4.0,500.0,Intel HD Graphics 620,Windows 10,2.23,619.0
943,Toshiba,Tecra A50-C-1ZV,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,8.0,256.0,Intel HD Graphics 520,Windows 10,2.2,1119.0
944,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,11.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8.0,256.0,Intel HD Graphics 515,Windows 10,1.1,1299.0
945,Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,IPS Panel Full HD 1920x1080,AMD FX 8800P 2.1GHz,16.0,512.0,AMD Radeon R9 M385,Windows 10,2.5,999.0
946,Dell,Latitude 7280,Ultrabook,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8.0,256.0,Intel HD Graphics,Windows 10,1.36,1472.2
947,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8.0,1024.0,Nvidia GeForce 920MX,No OS,2.2,685.0
